PheCode,Number.of.cases,Number.of.controls,Number.of.excluded.controls,Phenotype.Description,Phenotype.Category,URL.ManhattanPlot,Colors
200,995,"404,466","3,500",Myeloproliferative disease,neoplasms,https://www.dropbox.com/s/lywd62vzfotk46t/200-Myeloproliferativedisease-995cases-404466controls.mh.pdf?dl=0,slateblue2
200.1,390,"401,145","7,426",Polycythemia vera,neoplasms,https://www.dropbox.com/s/dzk3edz9hzer42e/200.1-Polycythemiavera-390cases-401145controls.mh.pdf?dl=0,slateblue2
201,258,"404,466","4,237",Hodgkin's disease,neoplasms,https://www.dropbox.com/s/f0e2h4hdiie28n4/201-Hodgkinsdisease-258cases-404466controls.mh.pdf?dl=0,slateblue2
202,"2,270","404,466","2,225","Cancer of other lymphoid, histiocytic tissue",neoplasms,https://www.dropbox.com/s/hgwme8d2sdbfapm/202-Cancerofotherlymphoid-histiocytictissue-2270cases-404466controls.mh.pdf?dl=0,slateblue2
202.2,"1,793","404,466","2,702",Non-Hodgkins lymphoma,neoplasms,https://www.dropbox.com/s/xaxba7uw49injpm/202.2-Non-Hodgkinslymphoma-1793cases-404466controls.mh.pdf?dl=0,slateblue2
202.21,371,"404,466","4,124",Nodular lymphoma,neoplasms,https://www.dropbox.com/s/cv8xdyb4qere4rx/202.21-Nodularlymphoma-371cases-404466controls.mh.pdf?dl=0,slateblue2
202.24,573,"404,466","3,922",Large cell lymphoma,neoplasms,https://www.dropbox.com/s/9jq13s7sohtfgq6/202.24-Largecelllymphoma-573cases-404466controls.mh.pdf?dl=0,slateblue2
204,"1,661","404,466","2,834",Leukemia,neoplasms,https://www.dropbox.com/s/8hf2xciccaa6xy6/204-Leukemia-1661cases-404466controls.mh.pdf?dl=0,slateblue2
204.1,578,"404,466","3,917",Lymphoid leukemia,neoplasms,https://www.dropbox.com/s/gtuak02m4k9aoy6/204.1-Lymphoidleukemia-578cases-404466controls.mh.pdf?dl=0,slateblue2
204.11,59,"404,466","4,436","Lymphoid leukemia, acute",neoplasms,https://www.dropbox.com/s/ymuyv11y0n5avia/204.11-Lymphoidleukemia-acute-59cases-404466controls.mh.pdf?dl=0,slateblue2
204.12,506,"404,466","3,989","Lymphoid leukemia, chronic",neoplasms,https://www.dropbox.com/s/9jbhpc2cyo3hv3g/204.12-Lymphoidleukemia-chronic-506cases-404466controls.mh.pdf?dl=0,slateblue2
204.2,467,"404,466","4,028",Myeloid leukemia,neoplasms,https://www.dropbox.com/s/55e760l5kr71z6z/204.2-Myeloidleukemia-467cases-404466controls.mh.pdf?dl=0,slateblue2
204.21,318,"404,466","4,177","Myeloid leukemia, acute",neoplasms,https://www.dropbox.com/s/flsuhwsx7y4ocq0/204.21-Myeloidleukemia-acute-318cases-404466controls.mh.pdf?dl=0,slateblue2
204.22,153,"404,466","4,342","Myeloid leukemia, chronic",neoplasms,https://www.dropbox.com/s/fyo0l8n7teuhp98/204.22-Myeloidleukemia-chronic-153cases-404466controls.mh.pdf?dl=0,slateblue2
204.4,552,"404,466","3,943",Multiple myeloma,neoplasms,https://www.dropbox.com/s/fytnifmm5edney7/204.4-Multiplemyeloma-552cases-404466controls.mh.pdf?dl=0,slateblue2
208,"20,204","386,011","2,746",Benign neoplasm of colon,neoplasms,https://www.dropbox.com/s/m8nhtbtx66hp2jz/208-Benignneoplasmofcolon-20204cases-386011controls.mh.pdf?dl=0,slateblue2
210,984,"406,821","1,156","Benign neoplasm of lip, oral cavity, and pharynx",neoplasms,https://www.dropbox.com/s/ty3ebu3zbbbvvx3/210-Benignneoplasmoflip-oralcavity-andpharynx-984cases-406821controls.mh.pdf?dl=0,slateblue2
211,"5,280","395,301","8,380",Benign neoplasm of other parts of digestive system,neoplasms,https://www.dropbox.com/s/peyi7q8kp886x70/211-Benignneoplasmofotherpartsofdigestivesystem-5280cases-395301controls.mh.pdf?dl=0,slateblue2
212,348,"408,613",0,Benign neoplasm of respiratory and intrathoracic organs,neoplasms,https://www.dropbox.com/s/arzggwky14hu837/212-Benignneoplasmofrespiratoryandintrathoracicorgans-348cases-408613controls.mh.pdf?dl=0,slateblue2
213,320,"371,171","37,470",Benign neoplasm of bone and articular cartilage,neoplasms,https://www.dropbox.com/s/5wli8gb5qf9ahql/213-Benignneoplasmofboneandarticularcartilage-320cases-371171controls.mh.pdf?dl=0,slateblue2
214,"6,271","401,613","1,077",Lipoma,neoplasms,https://www.dropbox.com/s/xdgnx28qgzjqzvq/214-Lipoma-6271cases-401613controls.mh.pdf?dl=0,slateblue2
214.1,"4,611","401,613","2,737",Lipoma of skin and subcutaneous tissue,neoplasms,https://www.dropbox.com/s/mkylbt2xn5q14nq/214.1-Lipomaofskinandsubcutaneoustissue-4611cases-401613controls.mh.pdf?dl=0,slateblue2
215,"1,110","401,613","6,238",Other benign neoplasm of connective and other soft tissue,neoplasms,https://www.dropbox.com/s/n4emxpvlutmgg14/215-Otherbenignneoplasmofconnectiveandothersofttissue-1110cases-401613controls.mh.pdf?dl=0,slateblue2
216,"7,722","400,618",621,Benign neoplasm of skin,neoplasms,https://www.dropbox.com/s/xz61ltg6kehmwks/216-Benignneoplasmofskin-7722cases-400618controls.mh.pdf?dl=0,slateblue2
217,649,"400,618","7,694",Vascular hamartomas and non-neoplastic nevi,neoplasms,https://www.dropbox.com/s/7ma0o0leo5j6mv4/217-Vascularhamartomasandnon-neoplasticnevi-649cases-400618controls.mh.pdf?dl=0,slateblue2
217.1,597,"400,618","7,746","Nevus, non-neoplastic",neoplasms,https://www.dropbox.com/s/053yaln2pa9d5p4/217.1-Nevus-non-neoplastic-597cases-400618controls.mh.pdf?dl=0,slateblue2
218,"10,610","391,653","6,698",Benign neoplasm of uterus,neoplasms,https://www.dropbox.com/s/96lvll6mlmopau3/218-Benignneoplasmofuterus-10610cases-391653controls.mh.pdf?dl=0,slateblue2
218.1,"10,345","391,653","6,963",Uterine leiomyoma,neoplasms,https://www.dropbox.com/s/yhptwbdacep5siu/218.1-Uterineleiomyoma-10345cases-391653controls.mh.pdf?dl=0,slateblue2
218.2,356,"391,653","16,952",Other benign neoplasm of uterus,neoplasms,https://www.dropbox.com/s/x7ujpmt5sesmz5p/218.2-Otherbenignneoplasmofuterus-356cases-391653controls.mh.pdf?dl=0,slateblue2
220,"1,482","380,325","27,154",Benign neoplasm of ovary,neoplasms,https://www.dropbox.com/s/j4m397bvqzr4uu5/220-Benignneoplasmofovary-1482cases-380325controls.mh.pdf?dl=0,slateblue2
221,220,"380,016","28,725",Benign neoplasm of other female genital organs,neoplasms,https://www.dropbox.com/s/38nivjjinoc62ui/221-Benignneoplasmofotherfemalegenitalorgans-220cases-380016controls.mh.pdf?dl=0,slateblue2
223,174,"371,171","37,616",Benign neoplasm of kidney and other urinary organs,neoplasms,https://www.dropbox.com/s/1po7pcmyczwsvx0/223-Benignneoplasmofkidneyandotherurinaryorgans-174cases-371171controls.mh.pdf?dl=0,slateblue2
224,130,"407,239","1,592",Benign neoplasm of eye,neoplasms,https://www.dropbox.com/s/85pidn1xb5irx5j/224-Benignneoplasmofeye-130cases-407239controls.mh.pdf?dl=0,slateblue2
224.1,68,"407,239","1,654","Benign neoplasm of eye, uveal",neoplasms,https://www.dropbox.com/s/chw9jxdz7bfparq/224.1-Benignneoplasmofeye-uveal-68cases-407239controls.mh.pdf?dl=0,slateblue2
225,828,"407,239",894,Benign neoplasm of brain and other parts of nervous system,neoplasms,https://www.dropbox.com/s/ngnurt60l8ivyfg/225-Benignneoplasmofbrainandotherpartsofnervoussystem-828cases-407239controls.mh.pdf?dl=0,slateblue2
225.1,774,"407,239",948,"Benign neoplasm of brain, cranial nerves, meninges",neoplasms,https://www.dropbox.com/s/jmibp31epyak37b/225.1-Benignneoplasmofbrain-cranialnerves-meninges-774cases-407239controls.mh.pdf?dl=0,slateblue2
225.2,59,"407,239","1,663","Benign neoplasm of spinal cord, meninges",neoplasms,https://www.dropbox.com/s/1yyo7w3lsgriqrb/225.2-Benignneoplasmofspinalcord-meninges-59cases-407239controls.mh.pdf?dl=0,slateblue2
226,285,"407,399","1,277",Benign neoplasm of thyroid glands,neoplasms,https://www.dropbox.com/s/avlzkvokywk19vp/226-Benignneoplasmofthyroidglands-285cases-407399controls.mh.pdf?dl=0,slateblue2
227,876,"407,399",686,Benign neoplasm of other endocrine glands and related structures,neoplasms,https://www.dropbox.com/s/m8zfhf0w9bqytdi/227-Benignneoplasmofotherendocrineglandsandrelatedstructures-876cases-407399controls.mh.pdf?dl=0,slateblue2
227.1,185,"407,399","1,377",Benign neoplasm of adrenal gland,neoplasms,https://www.dropbox.com/s/iw07wy6mq84uk06/227.1-Benignneoplasmofadrenalgland-185cases-407399controls.mh.pdf?dl=0,slateblue2
227.2,371,"407,399","1,191",Benign neoplasm of parathyroid gland,neoplasms,https://www.dropbox.com/s/6eaca52g23s2k8u/227.2-Benignneoplasmofparathyroidgland-371cases-407399controls.mh.pdf?dl=0,slateblue2
227.3,310,"407,399","1,252",Benign neoplasm of pituitary gland and craniopharyngeal duct (pouch),neoplasms,https://www.dropbox.com/s/ykhcjxxqdjin43i/227.3-Benignneoplasmofpituitaryglandandcraniopharyngealduct-pouch--310cases-407399controls.mh.pdf?dl=0,slateblue2
228,"1,603","407,358",0,"Hemangioma and lymphangioma, any site",neoplasms,https://www.dropbox.com/s/o915p3vav1woe6s/228-Hemangiomaandlymphangioma-anysite-1603cases-407358controls.mh.pdf?dl=0,slateblue2
229,"2,402","406,559",0,Benign neoplasm of unspecified sites,neoplasms,https://www.dropbox.com/s/1t57igbghv4u5ni/229-Benignneoplasmofunspecifiedsites-2402cases-406559controls.mh.pdf?dl=0,slateblue2
240,602,"391,429","16,930",Simple and unspecified goiter,endocrine/metabolic,https://www.dropbox.com/s/8curh3180v0olkc/240-Simpleandunspecifiedgoiter-602cases-391429controls.mh.pdf?dl=0,gold2
241,"1,143","391,429","16,389",Nontoxic nodular goiter,endocrine/metabolic,https://www.dropbox.com/s/z57hbhp5ga7l4wk/241-Nontoxicnodulargoiter-1143cases-391429controls.mh.pdf?dl=0,gold2
241.1,472,"391,429","17,060",Nontoxic uninodular goiter,endocrine/metabolic,https://www.dropbox.com/s/houpegq6xn2ztsv/241.1-Nontoxicuninodulargoiter-472cases-391429controls.mh.pdf?dl=0,gold2
241.2,680,"391,429","16,852",Nontoxic multinodular goiter,endocrine/metabolic,https://www.dropbox.com/s/le83f65ef4p0wvy/241.2-Nontoxicmultinodulargoiter-680cases-391429controls.mh.pdf?dl=0,gold2
242,"1,860","391,429","15,672",Thyrotoxicosis with or without goiter,endocrine/metabolic,https://www.dropbox.com/s/19ad4xlmcd8ognj/242-Thyrotoxicosiswithorwithoutgoiter-1860cases-391429controls.mh.pdf?dl=0,gold2
242.1,457,"391,429","17,075",Graves' disease,endocrine/metabolic,https://www.dropbox.com/s/ufqlkasqa17oo24/242.1-Gravesdisease-457cases-391429controls.mh.pdf?dl=0,gold2
242.2,91,"391,429","17,441",Toxic multinodular goiter,endocrine/metabolic,https://www.dropbox.com/s/fr9gcfts12r57vy/242.2-Toxicmultinodulargoiter-91cases-391429controls.mh.pdf?dl=0,gold2
242.3,138,"391,429","17,394",Exophthalmos,endocrine/metabolic,https://www.dropbox.com/s/2fxm1zl7opbvj7r/242.3-Exophthalmos-138cases-391429controls.mh.pdf?dl=0,gold2
244,"14,871","391,429","2,661",Hypothyroidism,endocrine/metabolic,https://www.dropbox.com/s/9axfevzq2cwo867/244-Hypothyroidism-14871cases-391429controls.mh.pdf?dl=0,gold2
244.1,"1,117","391,429","16,415",Secondary hypothyroidism,endocrine/metabolic,https://www.dropbox.com/s/10z6h60oemwm41k/244.1-Secondaryhypothyroidism-1117cases-391429controls.mh.pdf?dl=0,gold2
244.2,101,"391,429","17,431",Acquired hypothyroidism,endocrine/metabolic,https://www.dropbox.com/s/dt5jv3zlq6jluu5/244.2-Acquiredhypothyroidism-101cases-391429controls.mh.pdf?dl=0,gold2
244.4,"14,171","391,429","3,361",Hypothyroidism NOS,endocrine/metabolic,https://www.dropbox.com/s/e5d3wwwos7fxxb4/244.4-HypothyroidismNOS-14171cases-391429controls.mh.pdf?dl=0,gold2
245,293,"391,429","17,239",Thyroiditis,endocrine/metabolic,https://www.dropbox.com/s/6u7prmkdsv40l6o/245-Thyroiditis-293cases-391429controls.mh.pdf?dl=0,gold2
245.2,223,"391,429","17,309",Chronic thyroiditis,endocrine/metabolic,https://www.dropbox.com/s/4phi02wwi2s7km5/245.2-Chronicthyroiditis-223cases-391429controls.mh.pdf?dl=0,gold2
245.21,210,"391,429","17,322",Chronic lymphocytic thyroiditis,endocrine/metabolic,https://www.dropbox.com/s/54hc9i7wrpdi5fo/245.21-Chroniclymphocyticthyroiditis-210cases-391429controls.mh.pdf?dl=0,gold2
246,437,"391,429","17,095",Other disorders of thyroid,endocrine/metabolic,https://www.dropbox.com/s/pvm23w2330476i4/246-Otherdisordersofthyroid-437cases-391429controls.mh.pdf?dl=0,gold2
250,"20,203","388,756",2,Diabetes mellitus,endocrine/metabolic,https://www.dropbox.com/s/668vharei234scm/250-Diabetesmellitus-20203cases-388756controls.mh.pdf?dl=0,gold2
250.1,"2,660","388,756","17,545",Type 1 diabetes,endocrine/metabolic,https://www.dropbox.com/s/jsbprcp37lf3w20/250.1-Type1diabetes-2660cases-388756controls.mh.pdf?dl=0,gold2
250.11,237,"388,756","19,968",Type 1 diabetes with ketoacidosis,endocrine/metabolic,https://www.dropbox.com/s/o8sie1u3adbu0ft/250.11-Type1diabeteswithketoacidosis-237cases-388756controls.mh.pdf?dl=0,gold2
250.12,76,"388,756","20,129",Type 1 diabetes with renal manifestations,endocrine/metabolic,https://www.dropbox.com/s/6p9oph2pq96xugh/250.12-Type1diabeteswithrenalmanifestations-76cases-388756controls.mh.pdf?dl=0,gold2
250.2,"18,945","388,756","1,260",Type 2 diabetes,endocrine/metabolic,https://www.dropbox.com/s/qurqwldcrmu0r0z/250.2-Type2diabetes-18945cases-388756controls.mh.pdf?dl=0,gold2
250.21,105,"388,756","20,100",Type 2 diabetes with ketoacidosis,endocrine/metabolic,https://www.dropbox.com/s/kwumqxq6460d5eo/250.21-Type2diabeteswithketoacidosis-105cases-388756controls.mh.pdf?dl=0,gold2
250.22,199,"388,756","20,006",Type 2 diabetes with renal manifestations,endocrine/metabolic,https://www.dropbox.com/s/5hax9brxuvkhrzj/250.22-Type2diabeteswithrenalmanifestations-199cases-388756controls.mh.pdf?dl=0,gold2
250.23,"1,298","388,756","18,907",Type 2 diabetes with ophthalmic manifestations,endocrine/metabolic,https://www.dropbox.com/s/gmqvai8pi6g6252/250.23-Type2diabeteswithophthalmicmanifestations-1298cases-388756controls.mh.pdf?dl=0,gold2
250.24,575,"388,756","19,630",Type 2 diabetes with neurological manifestations,endocrine/metabolic,https://www.dropbox.com/s/t2nyjz3ypdqeqa8/250.24-Type2diabeteswithneurologicalmanifestations-575cases-388756controls.mh.pdf?dl=0,gold2
250.4,685,"388,756","19,520",Abnormal glucose,endocrine/metabolic,https://www.dropbox.com/s/jcrmogr7pfbpdue/250.4-Abnormalglucose-685cases-388756controls.mh.pdf?dl=0,gold2
250.41,265,"388,756","19,940",Impaired fasting glucose,endocrine/metabolic,https://www.dropbox.com/s/97kslqgylkzmsw8/250.41-Impairedfastingglucose-265cases-388756controls.mh.pdf?dl=0,gold2
250.42,421,"388,756","19,784",Other abnormal glucose,endocrine/metabolic,https://www.dropbox.com/s/apdkbv5p19aw7gw/250.42-Otherabnormalglucose-421cases-388756controls.mh.pdf?dl=0,gold2
250.5,131,"388,756","20,074",Glycosuria or Acetonuria,endocrine/metabolic,https://www.dropbox.com/s/0ssus563q3gavgv/250.5-GlycosuriaorAcetonuria-131cases-388756controls.mh.pdf?dl=0,gold2
250.6,354,"388,756","19,851",Polyneuropathy in diabetes,endocrine/metabolic,https://www.dropbox.com/s/u3p2g909bdjalru/250.6-Polyneuropathyindiabetes-354cases-388756controls.mh.pdf?dl=0,gold2
250.7,"1,339","396,859","10,763",Diabetic retinopathy,endocrine/metabolic,https://www.dropbox.com/s/65a35i9vja3hkyd/250.7-Diabeticretinopathy-1339cases-396859controls.mh.pdf?dl=0,gold2
251,943,"405,386","2,632",Other disorders of pancreatic internal secretion,endocrine/metabolic,https://www.dropbox.com/s/4cddlmthaoxo5mn/251-Otherdisordersofpancreaticinternalsecretion-943cases-405386controls.mh.pdf?dl=0,gold2
251.1,939,"386,319","21,703",Hypoglycemia,endocrine/metabolic,https://www.dropbox.com/s/8mlq7v9lxbf1ydt/251.1-Hypoglycemia-939cases-386319controls.mh.pdf?dl=0,gold2
252,877,"405,386","2,698",Disorders of parathyroid gland,endocrine/metabolic,https://www.dropbox.com/s/0kpzvdifeqbpnjk/252-Disordersofparathyroidgland-877cases-405386controls.mh.pdf?dl=0,gold2
252.1,781,"405,386","2,794",Hyperparathyroidism,endocrine/metabolic,https://www.dropbox.com/s/ucylngl47c2xwjh/252.1-Hyperparathyroidism-781cases-405386controls.mh.pdf?dl=0,gold2
252.2,142,"405,386","3,433",Hypoparathyroidism,endocrine/metabolic,https://www.dropbox.com/s/086zsd59odqoq6z/252.2-Hypoparathyroidism-142cases-405386controls.mh.pdf?dl=0,gold2
253,693,"405,386","2,882",Disorders of the pituitary gland and its hypothalamic control,endocrine/metabolic,https://www.dropbox.com/s/njgrtdntshrcesk/253-Disordersofthepituitaryglandanditshypothalamiccontrol-693cases-405386controls.mh.pdf?dl=0,gold2
253.1,189,"405,386","3,386",Pituitary hyperfunction,endocrine/metabolic,https://www.dropbox.com/s/z6e3snnz00vxcgm/253.1-Pituitaryhyperfunction-189cases-405386controls.mh.pdf?dl=0,gold2
253.11,95,"405,386","3,480",Acromegaly and gigantism,endocrine/metabolic,https://www.dropbox.com/s/uyc2jm2zixzvlv3/253.11-Acromegalyandgigantism-95cases-405386controls.mh.pdf?dl=0,gold2
253.2,262,"405,386","3,313",Pituitary hypofunction,endocrine/metabolic,https://www.dropbox.com/s/2q1ty9wha7v9foq/253.2-Pituitaryhypofunction-262cases-405386controls.mh.pdf?dl=0,gold2
253.3,93,"405,386","3,482",Diabetes insipidus,endocrine/metabolic,https://www.dropbox.com/s/kbtwsj05xbsr1o4/253.3-Diabetesinsipidus-93cases-405386controls.mh.pdf?dl=0,gold2
253.7,158,"405,386","3,417",Other disorders of neurohypophysis,endocrine/metabolic,https://www.dropbox.com/s/0qtqnowreb858wy/253.7-Otherdisordersofneurohypophysis-158cases-405386controls.mh.pdf?dl=0,gold2
255,642,"405,386","2,933",Disorders of adrenal glands,endocrine/metabolic,https://www.dropbox.com/s/q71jyq8laf98ha0/255-Disordersofadrenalglands-642cases-405386controls.mh.pdf?dl=0,gold2
255.1,182,"405,386","3,393",Adrenal hyperfunction,endocrine/metabolic,https://www.dropbox.com/s/69x0f2w7lurmah1/255.1-Adrenalhyperfunction-182cases-405386controls.mh.pdf?dl=0,gold2
255.11,103,"405,386","3,472",Cushing's syndrome,endocrine/metabolic,https://www.dropbox.com/s/fznq36qmztzfld7/255.11-Cushingssyndrome-103cases-405386controls.mh.pdf?dl=0,gold2
255.12,76,"405,386","3,499",Hyperaldosteronism,endocrine/metabolic,https://www.dropbox.com/s/x90frw3ty96cxl7/255.12-Hyperaldosteronism-76cases-405386controls.mh.pdf?dl=0,gold2
255.2,364,"405,386","3,211",Adrenal hypofunction,endocrine/metabolic,https://www.dropbox.com/s/cf8ajnimn7jrwd4/255.2-Adrenalhypofunction-364cases-405386controls.mh.pdf?dl=0,gold2
255.21,361,"405,386","3,214",Glucocorticoid deficiency,endocrine/metabolic,https://www.dropbox.com/s/vagkuqlb6g0zznn/255.21-Glucocorticoiddeficiency-361cases-405386controls.mh.pdf?dl=0,gold2
256,244,"405,386","3,331",Ovarian dysfunction,endocrine/metabolic,https://www.dropbox.com/s/gjbi7vocxdswmkw/256-Ovariandysfunction-244cases-405386controls.mh.pdf?dl=0,gold2
256.4,209,"405,386","3,366",Polycystic ovaries,endocrine/metabolic,https://www.dropbox.com/s/14g6n07n4rchcwl/256.4-Polycysticovaries-209cases-405386controls.mh.pdf?dl=0,gold2
257,168,"405,386","3,407",Testicular dysfunction,endocrine/metabolic,https://www.dropbox.com/s/ezpu3cgv6hny4c0/257-Testiculardysfunction-168cases-405386controls.mh.pdf?dl=0,gold2
257.1,158,"405,386","3,417",Testicular hypofunction,endocrine/metabolic,https://www.dropbox.com/s/iv3qzgaw7lyj9wb/257.1-Testicularhypofunction-158cases-405386controls.mh.pdf?dl=0,gold2
258,133,"405,386","3,442",Iatrogenic endocrine disorders,endocrine/metabolic,https://www.dropbox.com/s/w7awd4if3vbp78u/258-Iatrogenicendocrinedisorders-133cases-405386controls.mh.pdf?dl=0,gold2
259,195,"405,386","3,380",Other endocrine disorders,endocrine/metabolic,https://www.dropbox.com/s/0dfgeo007ufy1k2/259-Otherendocrinedisorders-195cases-405386controls.mh.pdf?dl=0,gold2
260,"1,057","406,492","1,412",Protein-calorie malnutrition,endocrine/metabolic,https://www.dropbox.com/s/xisisngdf2wsouq/260-Protein-caloriemalnutrition-1057cases-406492controls.mh.pdf?dl=0,gold2
260.6,835,"406,492","1,634",Anorexia,endocrine/metabolic,https://www.dropbox.com/s/y01n2ym3yg0uh9l/260.6-Anorexia-835cases-406492controls.mh.pdf?dl=0,gold2
